starting_point,destination_point,route_id,transport_type,route_name,route_path,road_distance_km,road_type,highway_number,date,time,weather_condition,temperature_C,traffic_congestion_index,holiday,weekday,season,actual_arrival_delay_min
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-06-19,15:00:00,Cloudy,30.7,34.1,0,Thursday,Monsoon,8.82
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-11-26,09:00:00,Cloudy,27.4,60.9,0,Wednesday,Autumn,10.88
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-01-18,16:50:00,Clear,17.7,35.7,0,Saturday,Winter,9.42
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-04-07,17:25:00,Rain,27.7,66.3,0,Monday,Spring,19.23
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-01-31,21:00:00,Cloudy,14.1,49.0,0,Friday,Winter,6.61
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-04-28,05:50:00,Cloudy,24.8,66.4,0,Monday,Spring,10.37
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-05-23,12:30:00,Cloudy,29.1,62.7,0,Friday,Spring,8.69
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-08-14,08:20:00,Clear,31.5,66.9,0,Thursday,Monsoon,16.05
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-04-05,15:25:00,Clear,27.3,40.5,0,Saturday,Spring,13.29
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-02-27,14:10:00,Clear,22.4,58.2,0,Thursday,Winter,4.7
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-04,13:55:00,Clear,28.5,64.8,0,Tuesday,Spring,7.32
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-12-09,22:45:00,Rain,17.3,19.0,1,Tuesday,Winter,13.78
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-12-14,14:10:00,Clear,14.3,84.0,0,Sunday,Winter,13.87
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-03-22,12:40:00,Rain,31.3,95.3,1,Saturday,Spring,18.63
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-13,06:10:00,Clear,29.3,68.9,0,Thursday,Spring,4.93
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-01-20,10:25:00,Clear,23.4,66.1,0,Monday,Winter,10.92
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-12-17,21:40:00,Clear,24.5,61.8,0,Wednesday,Winter,9.11
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-15,13:00:00,Cloudy,22.1,43.5,0,Monday,Autumn,11.63
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-10-05,21:40:00,Cloudy,22.1,47.8,0,Sunday,Autumn,9.13
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-04-17,14:10:00,Rain,18.4,69.3,1,Thursday,Spring,17.5
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-08-22,14:40:00,Clear,31.8,30.5,0,Friday,Monsoon,10.14
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-01-22,12:25:00,Cloudy,20.0,28.8,0,Wednesday,Winter,8.84
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-09-04,15:00:00,Rain,26.3,42.1,0,Thursday,Autumn,8.22
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-07-31,06:45:00,Clear,25.3,63.1,0,Thursday,Monsoon,11.41
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-05-01,06:15:00,Clear,26.7,32.7,0,Thursday,Spring,2.91
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-09-17,13:55:00,Clear,26.6,45.5,0,Wednesday,Autumn,9.22
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-08-24,15:50:00,Clear,31.3,47.9,0,Sunday,Monsoon,8.63
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-06-10,14:10:00,Heavy Rain,29.8,29.8,0,Tuesday,Monsoon,12.39
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-03-10,12:35:00,Cloudy,29.0,1.2,0,Monday,Spring,8.43
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-01-09,10:20:00,Cloudy,17.6,29.5,1,Thursday,Winter,12.1
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-12-09,17:35:00,Rain,21.5,55.2,0,Tuesday,Winter,19.46
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-04-13,15:30:00,Cloudy,28.9,59.7,0,Sunday,Spring,9.13
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-04-21,05:15:00,Cloudy,23.4,59.9,1,Monday,Spring,12.39
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-09-06,13:35:00,Clear,30.2,62.2,0,Saturday,Autumn,6.96
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-04-04,17:15:00,Cloudy,30.7,37.5,0,Friday,Spring,13.91
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-05-18,19:50:00,Clear,28.4,33.2,0,Sunday,Spring,16.37
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-09-17,10:55:00,Clear,26.8,57.5,1,Wednesday,Autumn,14.75
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-08-06,21:05:00,Clear,34.0,45.8,0,Wednesday,Monsoon,6.55
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-08-28,16:40:00,Rain,24.1,68.1,0,Thursday,Monsoon,13.81
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-01-02,12:55:00,Rain,21.7,57.6,0,Thursday,Winter,11.21
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-06-14,16:05:00,Rain,27.6,75.7,0,Saturday,Monsoon,12.84
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-06-23,20:40:00,Clear,32.3,40.7,0,Monday,Monsoon,7.96
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-08-19,09:55:00,Storm,29.4,71.4,0,Tuesday,Monsoon,19.25
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-02-25,07:10:00,Clear,14.3,90.7,0,Tuesday,Winter,12.98
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-02-28,12:30:00,Rain,16.5,51.1,1,Friday,Winter,13.22
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-10-06,06:45:00,Rain,29.1,60.0,0,Monday,Autumn,13.94
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-09-03,20:20:00,Cloudy,25.4,31.4,0,Wednesday,Autumn,13.05
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-10-24,22:10:00,Cloudy,24.1,67.9,0,Friday,Autumn,7.63
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-04-09,15:20:00,Rain,25.1,72.6,0,Wednesday,Spring,10.35
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-12-31,22:20:00,Rain,19.9,40.1,1,Wednesday,Winter,15.75
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-04-10,06:40:00,Clear,32.3,61.7,0,Thursday,Spring,5.56
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-08-26,16:20:00,Rain,22.6,55.6,0,Tuesday,Monsoon,13.21
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-01,12:20:00,Clear,35.4,57.8,0,Saturday,Spring,10.03
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-12-02,09:55:00,Cloudy,18.6,66.2,0,Tuesday,Winter,15.71
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-05-02,10:30:00,Cloudy,28.7,60.4,0,Friday,Spring,7.89
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-10-20,14:55:00,Rain,24.7,47.2,0,Monday,Autumn,10.41
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-05-01,16:40:00,Cloudy,27.0,66.7,0,Thursday,Spring,13.42
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-10-16,07:50:00,Clear,26.6,72.2,0,Thursday,Autumn,9.04
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-06-15,16:10:00,Cloudy,25.9,38.9,0,Sunday,Monsoon,14.39
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-01-23,21:55:00,Clear,15.6,50.0,0,Thursday,Winter,12.94
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-03-11,05:55:00,Cloudy,30.6,14.6,0,Tuesday,Spring,7.86
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-09-07,20:00:00,Cloudy,21.3,61.7,1,Sunday,Autumn,15.14
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-03-12,15:20:00,Rain,28.3,74.5,0,Wednesday,Spring,13.4
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-04-11,11:20:00,Clear,25.9,44.9,0,Friday,Spring,4.04
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-07-17,18:25:00,Clear,26.1,52.7,0,Thursday,Monsoon,13.33
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-04-03,16:45:00,Cloudy,32.9,45.6,0,Thursday,Spring,6.83
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-02-17,18:40:00,Clear,15.1,42.3,0,Monday,Winter,9.96
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-16,06:10:00,Clear,25.6,54.6,0,Saturday,Monsoon,14.31
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-09,06:35:00,Cloudy,25.4,34.3,0,Tuesday,Autumn,11.6
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-25,16:55:00,Cloudy,23.7,45.3,1,Thursday,Autumn,12.81
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-12-11,10:25:00,Clear,18.0,31.9,0,Thursday,Winter,5.05
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-02-15,09:55:00,Cloudy,18.5,61.8,0,Saturday,Winter,16.81
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-06-05,12:35:00,Heavy Rain,29.7,54.8,0,Thursday,Monsoon,13.83
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-03-27,18:55:00,Cloudy,26.6,41.4,0,Thursday,Spring,16.93
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-11-25,08:50:00,Clear,23.9,50.7,0,Tuesday,Autumn,8.5
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-07-17,22:00:00,Clear,30.9,45.6,0,Thursday,Monsoon,6.76
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-02-05,12:45:00,Clear,17.7,72.9,0,Wednesday,Winter,5.77
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-09-10,07:10:00,Cloudy,24.5,41.2,1,Wednesday,Autumn,9.23
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-01-16,06:45:00,Rain,22.4,62.7,0,Thursday,Winter,11.17
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-04-11,20:45:00,Clear,26.6,35.9,0,Friday,Spring,11.47
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-09-21,07:15:00,Clear,29.3,66.3,0,Sunday,Autumn,9.91
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-07-04,12:00:00,Clear,32.7,70.7,0,Friday,Monsoon,11.51
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-10-05,17:25:00,Clear,29.9,71.7,0,Sunday,Autumn,9.13
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-07-28,14:15:00,Storm,31.1,79.4,0,Monday,Monsoon,16.91
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-11-04,09:30:00,Clear,26.0,55.8,0,Tuesday,Autumn,9.0
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-07-25,06:00:00,Clear,28.8,74.8,0,Friday,Monsoon,8.11
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-01-21,17:00:00,Cloudy,17.3,82.5,0,Tuesday,Winter,17.48
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-01-27,13:25:00,Clear,11.5,27.6,0,Monday,Winter,10.44
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-10-11,05:45:00,Clear,28.2,37.9,0,Saturday,Autumn,4.39
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-01-15,08:15:00,Cloudy,18.7,20.1,0,Wednesday,Winter,11.4
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-05-18,15:15:00,Clear,29.5,71.2,0,Sunday,Spring,6.58
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-01-06,08:05:00,Clear,17.6,19.8,0,Monday,Winter,7.28
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-04-21,12:15:00,Cloudy,29.0,14.4,1,Monday,Spring,6.05
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-08-06,07:15:00,Cloudy,24.9,28.1,0,Wednesday,Monsoon,10.81
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-05,19:15:00,Clear,23.5,15.2,0,Wednesday,Spring,8.81
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-06-20,16:20:00,Heavy Rain,21.6,55.4,1,Friday,Monsoon,16.18
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-12-30,19:15:00,Clear,17.6,28.3,0,Tuesday,Winter,6.24
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-01-26,05:40:00,Storm,15.7,16.2,0,Sunday,Winter,12.57
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-01-24,11:20:00,Heavy Rain,15.3,49.2,0,Friday,Winter,12.6
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-04-10,09:45:00,Cloudy,28.0,50.3,0,Thursday,Spring,6.57
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-10-29,16:35:00,Clear,24.7,12.6,0,Wednesday,Autumn,10.15
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-05-29,19:35:00,Rain,22.7,35.7,0,Thursday,Spring,19.78
